ID,galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15â€“64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15â€“24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),Well-Being Index
23283,991020,Maffei 1,0.964473654,92.04546376,64815.15898,1.156735508,15.82073556,14.88287726,1.061128163,0.809845406,99.50216737,,,,,,,,,,,,,,,,2.5324635,34.15908415,16.72109094,23.99209333,,,74.34282522,,61.17119125,,54.37708163,1.345597005,38.99441405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212435165
23309,1001000,UGC 9240 (DDO 190),0.690554253,55.64333721,26958.39393,0.46177834,10.24772708,6.278368873,0.491343192,0.518977207,217.8128286,60.33375995,67.36189837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042754454
23347,1001000,Cas 1 (KK98 19),1.000543848,80.3206375,30567.76836,0.713223687,18.90229866,8.243585879,0.831971197,0.71323409,148.3321473,112.0998516,112.8494658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061465043
23394,991020,Andromeda XV,1.072797769,94.58642481,38613.90247,0.898215626,17.34265769,13.71310149,0.945102698,0.906616095,80.82324099,,,,,,,,,,,,,,,,2.252123217,13.91445327,17.98711417,25.39803046,,,76.62496254,,63.86694173,,50.27663481,1.857685927,44.13134735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13748598
23405,1003002,Andromeda XX,0.936545833,80.05561793,12076.23538,0.803972341,12.85502787,8.294640905,0.775302493,0.597582912,161.7238151,106.9174438,103.3086044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050789957
23422,992016,Andromeda XXIX,0.573880254,59.55868654,20572.43624,0.484666845,,6.631015658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048910633
23432,991020,Indus II,0.959105535,84.24627004,19775.28581,0.797588754,17.54265138,10.48507427,0.846806742,0.91876722,101.2793056,,,,,,,,,,,,,,,,2.709196705,64.55689749,15.61474964,50.98334587,,,77.14514936,,65.42538632,,44.66803495,2.60656482,23.62855986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084725626
23468,1003002,NGC 1560,0.86107015,82.15903591,24539.57957,0.922914751,14.01030608,9.504906839,0.913305817,0.661213144,,104.8163138,88.66152593,,7074.254955,76.20702727,114.5506884,,21.20496074,4520.892381,510.6102168,76.0769482,83.42085251,676.4295861,54.67352802,,,,,,,,,,,,,,,240.8056112,272.9570704,,,,,,,21.93751635,,10.31926834,9.612021554,16.11907203,13.4527148,,,,,,,64.71699686,88.8838239,,,,809189.4394,,310.2492834,65.55506313,33.19323274,,,,,,,,4.902659514,,,0.052577298
23480,1001000,Antlia 2,1.13052706,87.58035281,34330.20756,0.971808541,16.82592482,13.93828395,0.961195382,0.902313757,112.1786981,130.539725,124.7882525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107358743
23506,994009,Reticulum III,0.487960504,59.38729036,17051.69742,0.640834947,6.481115405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048367547
23579,1002001,Sagittarius II,0.962826209,78.35594276,17507.79952,0.845069762,16.09327077,12.98158852,0.937613288,0.877745285,91.73416138,118.2741539,127.1014097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087389301
23594,997002,Leo P,1.105523252,89.60789917,62258.65517,1.178641317,20.34500761,13.89563446,1.04517304,0.951002541,24.02206414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.10917072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188625414
23618,998001,Andromeda XXI[57],0.927327141,78.94656777,31368.35917,0.937012205,17.86239406,14.06371317,0.879227322,0.965967896,75.80606678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089705805
23624,999000,Andromeda XXI[57],0.968998206,85.41679535,22759.56138,0.91045582,16.92244143,14.93157208,0.848283631,0.952935499,50.98473259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.090203954
23628,992016,Andromeda VIII,0.732322109,69.49228923,23075.1525,0.557797471,14.20341892,8.486513638,0.631773272,0.568066354,141.8082008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050874529
23725,997002,Fornax Dwarf (E356-G04),1.072943741,85.97564128,54428.80784,0.969974629,17.11455856,12.70139001,0.981907272,0.927111437,80.46835615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.35493597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162858737
23788,1002001,UGC 4483,0.727916035,70.47323595,30828.25943,0.527211181,11.98013977,6.666736579,0.611719777,0.681698194,216.7950818,69.92659678,37.48639239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04540602
23872,990025,KK98 77,0.682223787,74.12953192,27099.75292,0.719945643,12.42233004,8.22877723,0.667646181,0.604484859,180.4330111,,,24.1640135,654.236565,56.40704992,119.0331062,77.35634018,17.30245489,494.3745604,47.39927281,60.07866963,70.66757624,92.6434814,125.169365,169.8738239,,,,,90.1957258,97.54783213,,100.4484399,,68.97772504,,,,542.7607311,546.1693056,27.23518843,15.50829725,15074.75604,9343.195459,18.26370666,92.54535679,,3.518438342,7.260201851,7.769882259,12.36078477,14.91532897,602.0863054,99.3267602,,,,116.6473535,46.34196941,61.58349919,25.75878682,5.094011981,44.04286255,,116.5210434,,,,,,,,,,43.59766593,20.81779504,26.41869613,,0.053549284
23875,1002001,Ursa Major II Dwarf,1.022291263,83.20685961,47996.99846,1.125697875,25.08126177,14.10500786,1.041527111,1.076762607,62.7358681,117.5438872,142.1419187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193277145
23890,991020,Tucana IV,0.675039725,61.96832881,18491.7411,0.47098682,8.76589381,6.119814187,0.554330692,0.370045691,163.690474,,,,,,,,,,,,,,,,1.861285648,127.6559975,10.16979412,75.69061706,,,57.83732297,,83.72562321,,57.75330498,1.796281866,12.37638082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049063726
23946,992016,Eridanus II,0.884286119,75.35613548,28397.34616,0.748216315,14.40409682,11.64546532,0.885572139,0.821446488,98.79230184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068724582
23958,994009,Andromeda XI,0.822958051,58.39558577,16546.8284,0.614119327,12.87391037,6.399908211,0.574608918,0.501488526,175.2988143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049168734
23970,1002001,Cetus Dwarf,1.150292994,86.39597931,51377.6942,1.016216372,21.22563757,13.32914235,1.155412248,1.005994327,65.80265747,114.3758714,130.3065768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375383144
23978,990025,Andromeda XXIX,0.455822781,50.44678688,14535.75207,0.473901675,,5.500229838,,,,,,,250.9674387,87.78081301,316.6499001,208.5020528,13.10673279,499.320372,57.1527645,56.69373201,59.65525834,57.90697107,107.5787013,222.4978201,,,,,67.28552706,66.48964879,,67.08546345,,73.91434401,,,,373.0827427,458.924149,,,,,,,,,5.295135532,7.272374876,,,2001.22217,130.086254,,,,,41.1627372,48.59966682,,,43.00177645,,,,,,,,,,,,,8.917659495,,,0.049870717
24040,1002001,Pisces Dwarf,1.003445437,79.99619743,33236.18708,0.86462055,13.8906525,13.61486764,0.811092011,0.697063386,157.6985919,120.2652484,103.0146449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063199474
24045,993012,Ursa Minor Dwarf,1.001557942,82.83027749,97599.96606,1.326911052,17.72346733,9.101951619,1.039531424,0.838054066,58.4327341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057160223
24154,991020,Donatiello I,1.09319259,87.98615601,42779.28304,0.999712912,16.55764045,10.84346209,0.886305112,0.936549415,80.3902932,,,,,,,,,,,,,,,,4.214275584,49.59044715,21.60533495,33.80021393,,,79.00395,,53.73220587,,38.46313959,2.086195287,43.37121242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153010106
24247,991020,NGC 185,0.889324126,75.14327527,24107.88207,0.736845166,14.8777236,,,,,,,,,,,,,,,,,,,,1.283123086,89.31649487,7.893954167,72.13772265,,,58.65618156,,76.89545154,,57.65136141,1.523448974,13.89713255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068582085
24299,993012,ESO 294-010,1.039973065,86.50658724,58053.85401,1.116306106,18.09455399,15.5944106,1.035519076,1.046076392,37.67011173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.260042051
24305,993012,"Holmberg II (DDO 50, UGC 4305)",0.983244069,88.83239826,127896.6368,1.186884595,13.05694618,9.695887607,0.922763782,0.724377125,66.38891304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056396285
24312,992016,Pegasus Dwarf Sph (And VI),1.000134233,77.06756812,25328.46518,0.843374163,18.86992559,11.95221756,0.917802581,0.834078517,96.03732768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128281508
24384,993012,Carina III,0.872820097,79.96168702,13020.23698,0.567959397,14.42547948,15.42207771,0.72125739,0.792607242,120.0218997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082164071
24404,992016,Andromeda V,1.068612738,81.68896805,56037.09033,1.157221352,17.88785167,12.91288441,0.926338278,0.873066004,50.55759699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211213096
24434,994009,Dwingeloo 2,0.822986317,62.51477246,11303.13636,0.705155852,7.774874728,5.818694871,0.583672211,0.328278117,158.0768756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047262556
24476,996004,Sculptor Dwarf (E351-G30),1.149885126,85.06687845,58640.89492,1.081663935,21.39553852,11.57264532,0.987350716,1.011959209,68.8452868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166268832
24511,995006,Andromeda XIX[60],1.014958837,81.54452947,40815.60233,1.08756456,15.59327095,9.967136885,0.866103468,0.752485722,100.6266437,,,39.19562777,998.1132803,117.0046902,59.95329848,38.01778169,28.20578289,613.5505167,35.36719463,86.63517976,83.39395124,16.30467624,50.00589997,45.51645959,2.471015256,42.1751598,15.26952001,21.39058319,61.06663816,43.72779121,82.12153688,80.62812991,54.28948504,23.46070676,44.23096405,1.889314634,17.90894761,246.7622236,261.150484,62.8964225,13.8985503,42029.73678,9862.681541,27.26392589,293.7044736,22.169949,,9.573713557,8.646991471,17.12237643,17.75494115,357.7083473,30.60913127,45045.0916,18445.79497,122.0033875,,57.92913609,54.71662942,31.46264499,8.204268277,93.08329777,83211.39252,109.8898956,,,,,0.911786627,0.940535062,1.024779514,81.01333065,88.03269703,,,37.71614957,0.494490866,0.142395359
24565,994009,Hercules Dwarf,0.964151692,78.81628347,20169.11891,0.721931989,13.3875293,13.25379087,0.835814713,0.738462405,112.3204624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054562855
24592,995006,Canes Venatici II Dwarf,1.033467852,83.55306855,36832.13748,0.930086402,17.28366943,14.23242251,0.883469624,0.888760315,82.70433412,,,41.08932434,1097.766272,84.83568244,58.84541458,28.26222592,28.04007298,263.9570548,63.15591103,79.33550798,88.8533086,67.31708352,56.69323888,71.59450912,2.840000786,57.50224872,8.283528835,30.7733745,68.22761247,71.27019917,70.52860389,79.41021568,76.77358305,57.75769637,51.71466947,2.110143542,20.39918329,167.4197794,270.1141248,12.3149979,10.9940241,32793.34174,8233.639108,10.28744675,141.6795305,24.97406014,6.240395432,16.81297263,14.89670329,12.607497,15.27153247,127.6080183,41.8818234,37485.68509,22434.68718,131.05789,153.4206962,106.3427261,104.5804866,36.13744016,7.843421261,82.51544561,170670.831,119.9868243,,,,,0.950793746,0.889296532,1.034445764,35.13445189,61.34052903,20.45992655,3.728789567,16.78815202,0.469759494,0.192555953
24594,995006,NGC 4163 (NGC 4167),0.965363012,88.26445189,70896.49984,1.004688045,13.20260359,9.531340586,0.894601382,0.705348974,103.0023463,,,28.66935644,573.1670186,100.3374515,89.18964051,44.92931205,11.29189525,253.1939369,47.95188199,74.40771692,85.38135795,89.17868613,92.54386128,122.3057877,2.282363467,21.5756457,12.76721943,37.41866025,60.23553971,31.21848244,80.5853754,82.87541597,51.04718847,37.47819778,28.69605361,1.577727718,39.8302709,169.6196825,272.0366019,18.39713326,13.99062636,63436.01987,9183.955144,8.219888377,88.47943838,,13.54955492,9.330583529,9.679759148,,,417.2733131,31.44954902,90281.16439,27744.01333,,73.83203308,45.35440875,73.8345148,24.56668011,,65.66230181,140290.8415,,,,,,,,,,,19.78196207,,27.76899844,,0.052306823
24613,990025,Cassiopeia III (Andromeda XXXII),0.914817456,84.07094696,24285.52763,0.81833453,16.29809661,8.43669387,0.750883872,0.594492629,153.5901879,,,37.95795018,512.6888698,104.9902746,68.75781325,54.04981234,17.96623096,630.5733734,51.95159932,77.49247194,81.52691533,66.65151621,99.79732947,104.4859445,,,,,49.35439634,17.68058539,,74.02460701,,8.158951363,,,,252.0195171,167.0455207,27.16358791,15.76088289,24200.58902,8853.537403,20.29073175,203.1582774,,15.77168275,7.929153612,9.727907453,16.62498248,13.73317624,543.2395209,28.10785119,,,134.9989684,151.8669736,61.97569628,44.38082433,31.34192028,29.17201999,67.92513325,,122.1348939,,,,,,,,,,25.59007924,,,,0.066582208
24622,1002001,Barnard's Galaxy (NGC 6822),0.60211994,63.49870144,20941.28102,1.028363572,14.57168554,9.989186484,0.775462698,0.762045745,139.5487921,98.84627355,80.86946823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048542291
24647,997002,ESO 294-010,0.971301369,92.10006569,66739.66091,1.204231,17.62582675,16.53091591,1.186909358,1.018248753,54.17206596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.58247152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.270894495
24652,990025,UGC 8833,0.538858814,58.31267573,18657.13776,0.670680864,,,,,,,,,806.9915684,37.29434793,236.7562467,162.7765032,15.98208257,418.5518779,60.2094616,56.52318165,63.72071939,64.7934568,86.53166298,113.8755685,,,,,71.27965641,67.98578151,,90.25710708,,89.32826964,,,,460.5257031,511.9026542,,,,,,,,,,,,,1268.095137,,,,,,,,,,,,,,,,,,,,,,,,,,0.053148087
24665,990025,Donatiello I,0.976893392,90.25588818,44828.97937,1.111131329,16.54015931,9.821026885,0.934206042,0.70351959,74.23300696,,,32.47834094,810.441996,90.84334875,41.312574,44.65646848,26.51816926,454.6520785,39.16660566,82.62514468,87.27618434,49.98334147,42.44041777,86.81917818,,,,,60.2339151,55.05574931,,77.57872056,,44.50193663,,,,184.3844613,258.2126555,17.02563501,20.77392522,34136.30889,5646.319612,16.90548417,79.41616551,,10.14342011,10.22207088,8.400584146,17.36256512,17.63849201,284.6564442,41.4522405,,,121.3620391,,56.81894432,77.08713087,31.24857405,11.15988413,59.58116892,,114.3268331,,,,,,,,,,29.64453776,1.848655239,4.37622101,,0.15094158
24694,995006,Pegasus Dwarf Sph (And VI),0.899985527,87.8261391,28025.90075,0.90824405,17.99207111,12.0322122,0.97096031,0.877949779,71.63046553,,,49.02346838,1017.4109,104.3688876,24.92229263,29.46381544,18.02340185,407.6243674,34.49798126,76.96348081,98.9539502,83.31324184,48.45685559,33.10730909,1.562019483,49.71611669,9.695533045,41.66517294,74.53436802,63.80815665,70.21605566,85.22272819,66.88299745,101.9591333,50.43898734,1.812303146,23.85275715,245.6368725,272.4141013,19.41728171,9.277039749,35762.11114,7648.070741,16.48720204,93.52030669,15.74777415,3.177090205,13.06439249,15.6700222,16.95726096,18.89809984,271.3967495,39.45812394,28658.00943,19504.60956,111.9810206,117.1801896,87.24207855,108.6469865,43.10598498,10.02922963,93.02721507,130415.5111,121.0253559,,,,,0.852617637,0.994280282,0.982745716,53.22567225,79.47131615,41.05840748,,20.71268085,0.568537598,0.131304562
24806,1001000,ESO 294-010,1.050694483,90.25539447,81218.31964,1.066783425,19.38789691,15.89247187,1.049563208,1.040237726,34.6774215,110.1879699,107.7245753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.290796155
24823,991020,UGCA 92,0.79717945,72.75888604,21698.27196,0.921826439,15.03332571,9.071122531,0.710144346,0.730566795,161.2568296,,,,,,,,,,,,,,,,2.945635143,44.7857806,35.04681753,26.56292929,,,86.02048857,,50.36851544,,55.04738385,2.192132896,61.93959871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054181282
24870,992016,BoÃ¶tes I,0.817119578,66.25285499,21551.16748,0.778677364,15.75730701,7.230518576,0.805992726,0.633114395,129.5391019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051961304
24987,994009,Leo IV Dwarf,1.010042685,85.79476189,49972.31984,1.066665476,18.37370437,13.70943785,1.039947778,1.01707685,40.99262951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202477536
25004,990025,NGC 3741,0.971695099,81.14616015,48686.5535,1.10716888,14.83242157,14.99418432,0.822948542,0.894593636,47.76322535,,,36.56789389,797.9760698,105.8771939,69.26587595,18.39164953,42.47504762,613.9791012,30.87106179,89.45267556,90.43432328,85.61656412,53.46645114,21.97937121,,,,,80.59693935,67.87101618,,80.16333693,,104.2954929,,,,141.6855569,153.0900567,12.42658737,7.845444028,43169.81719,7510.95184,11.73739449,105.9946251,,8.472235368,16.05070913,12.3777519,16.56438967,13.61456748,175.1443671,49.33394266,,,141.8933227,134.1462365,87.74334822,100.2968761,32.84441308,12.45335872,87.95807975,,113.1631954,,,,,,,,,,30.07533403,,32.32606368,,0.26887655
25094,996004,Triangulum Galaxy (M33),0.876616139,77.44100742,38838.50295,0.989289606,20.20503014,8.140334768,0.816075163,0.80262089,98.48766732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050740203
25114,996004,Andromeda VIII,0.740360677,63.57585249,26775.91483,0.706774689,13.26695399,5.859443941,0.600672096,0.641713596,154.8458533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047866945
25178,1003002,NGC 55,0.947380738,79.9038585,56596.77066,1.142157517,14.68106507,7.607271285,0.80042404,0.713106635,121.5861408,88.74368833,106.1660186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094291355
25376,1000000,BoÃ¶tes I,0.657314047,59.84380234,25818.06694,0.896116952,15.81356292,10.45123865,0.648677434,0.829879299,179.7373373,80.44816082,70.7339201,41.76926838,155.5939327,72.02276272,134.9057536,65.90890916,12.44452753,491.6896486,58.41692238,56.17981103,61.4688057,53.48216555,97.45782867,117.235865,2.638505275,44.39951539,21.96822064,40.44371188,70.36192605,67.80380748,72.10103561,77.35407506,59.60855594,52.98900928,57.04205088,1.868009989,47.76502254,670.5924558,743.6395758,29.42296086,8.82019598,27611.17496,7426.787001,14.78189877,165.6213658,28.71694033,8.027459842,10.81529784,10.56573334,16.77096717,13.86909383,704.3755945,69.91918973,28449.13831,20456.64149,49.03963195,-13.41011105,97.66982325,88.20879013,30.44839679,6.340563871,110.5567326,41387.10874,128.82678,1065.138403,54.31681091,35.28383498,7.762798572,0.748960337,0.73301399,1.08948291,134.7680505,148.5038685,53.01180409,31.55423596,34.89223101,0.784972331,0.048453014
25383,993012,Camelopardalis B,0.770042161,80.02858748,18450.61858,0.811074398,14.91432398,8.237377912,0.703313171,0.621110553,121.3553467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059733637
25387,992016,Barnard's Galaxy (NGC 6822),0.816495405,73.24451433,43623.5328,1.054278009,16.30490992,9.129055778,0.865268458,0.658390892,94.87012609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05388417
25456,990025,Ursa Major I Dwarf (UMa I dSph),0.887340358,81.13117288,19197.37256,0.87054767,13.65562659,8.483332353,0.725307643,0.611941495,99.00712063,,,24.79657832,595.5864184,96.68690788,58.23425061,81.3070327,9.239057318,662.2695855,55.83815409,73.11974019,79.23974092,132.8499938,78.60332863,127.7899879,,,,,77.04084336,69.07269482,,87.94790567,,88.33641792,,,,172.6704967,339.8288024,33.47144636,14.07000424,40722.24068,5652.098193,15.01169224,100.4727413,,14.17370304,8.734711764,8.129095937,15.15627863,12.61685106,532.0170242,69.40269114,,,122.9799956,73.29289988,61.77180236,42.93855811,29.98049845,10.34702226,58.09030078,,122.755471,,,,,,,,,,20.95979039,4.290175287,39.63658776,,0.061390949
25478,997002,UGCA 105,0.904644749,75.52324279,30384.53018,0.715203081,17.35061274,11.50756698,0.78403299,0.962952051,95.51087729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.980694942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052715906
25501,1002001,Sagittarius Dwarf Sphr SagDEG,0.910222457,79.6408619,27622.59661,0.899228837,19.96521817,13.50798964,0.956722146,0.80914798,102.1453107,127.8419713,108.2868197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073595544
25518,1003002,ESO 540-030 (KDG 2),0.85155548,79.04750692,29119.94411,0.600096132,14.42288375,12.19417264,0.614508282,0.90972947,177.0223645,114.2394329,139.8041379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059482658
25543,998001,Andromeda V,1.17499167,87.31328066,61638.02966,0.995678391,15.87176598,12.18408355,1.070071207,0.85820174,41.04012916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216270521
25598,991020,Carina II,0.792440829,69.37460241,13891.76626,0.508619189,7.924402012,6.838622774,0.643822796,0.574503283,162.2636169,,,,,,,,,,,,,,,,1.98895121,99.0857526,8.459244486,105.2279203,,,43.24706258,,64.7793864,,13.01670703,1.947868568,22.35844615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052101819
25628,996004,NGC 247,0.793955568,72.89967333,25838.70539,0.591393912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057391286
25651,1003002,IC 3104,0.804619235,71.14190082,5395.944169,0.65625186,9.016062414,6.0448283,0.682567625,0.588205476,214.3110068,45.67007486,48.20528613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038129359
